,raw_text,aspects,sentiments
183,"The Scene There are no rules at Sarge's: It's open 24/7 and serves every kind of food--from potato latkes to chicken and ribs--to every kind of customer, from businesspeople at breakfast to recuperating club kids at 4am.","['food', 'breakfast']","['positive', 'neutral']"
184,"Our waiter actually said he would check with the chef, like they might force us to share our food.","['waiter', 'food']","['negative', 'neutral']"
185,"Service was good, except for a very long gap between appetizers (which came out too quickly) and entree (whick took another 45 minutes to arrive).","['Service', 'entree']","['positive', 'neutral']"
186,"Try the Phothe Broth look like soy sauce), spring rolls(can't compare any other vietnamese restaurant, Fish sauce(too much lime, Beef vermecelli ( Blanb and chewie).","['Fish sauce', 'Beef']","['negative', 'neutral']"
187,Food : A++ Service : A++ Value : A++ No other steakhouse in Manhattan can beat Ruth's Chris.,"['Food', 'Service']","['neutral', 'positive']"
188,"The service is more than attentive, and they also have a $10 corking fee so you can bring your own wine.","['service', 'wine']","['positive', 'neutral']"
189,"My greek salad cost about $9 and for that price, I would not have expected chopped olive (as opposed to whole), and shredded bits of lettuce.","['price', 'chopped olive', 'lettuce']","['neutral', 'negative', 'neutral']"
190,"since it is kinda small less than 20 tables, but room downstairs for private parties.","['tables', 'downstairs']","['negative', 'neutral']"
191,"they waited to get us water after they took our food orders, which took the waitstaff a long time to do.","['food', 'waitstaff']","['neutral', 'negative']"
192,the manager said that they were just starting with a preview menu.,"['manager', 'menu']","['negative', 'neutral']"
193,"The bartender virtually ignored us while we waited, took 15 minutes to get drinks.","['bartender', 'drinks']","['negative', 'neutral']"
194,Needless to say I will rather go spend $400 on dinner somewhere else wirh better service.,"['dinner', 'service']","['neutral', 'positive']"
195,"Thankfully, the steak was good, but the food couldn't save the restaurant from a bad rating.","['steak', 'food']","['positive', 'negative']"
196,"Decor is simple yet functional and although the staff are not the most attentive in the world, you don't feel rushed and the food is good, hot with decent portion sizes and a good selection to suit most tastes.","['Decor', 'staff', 'food', 'portion']","['positive', 'negative', 'positive', 'positive']"
197,"Expect to get average food, a big bill and lots of attitude from the service.","['food', 'bill']","['neutral', 'negative']"
198,"It's in a less travelled spot on 3rd, but the intimate setting is great and romantic.","['spot', 'setting']","['negative', 'positive']"
199,"Lost reservations, out of liquor, jam-packed, waiting room, out of wine, sent steak out raw, no choices for dessert, no room to breathe, terrible service, etc.","['reservations', 'waiting room', 'steak', 'dessert', 'service']","['negative', 'neutral', 'negative', 'negative', 'negative']"
200,"The service was lacking a bit, we waited about 20 mins for a waiter and water to come to us once we were sat and we had to ask for everything twice, even drink orders - I think maybe we just got stuck with a bad waiter though.","['service', 'drink']","['negative', 'neutral']"
201,"Fresh fish, tender milk fed veal and outrageous Veal Chops adorn their menu and special list.","['fish', 'menu', 'list']","['positive', 'neutral', 'positive']"
202,"They served the main course before the appetizers eventhough we asked for the latter first, to which our waiter responded that they don't serve them separately without telling us beforehand while ordering.","['appetizers', 'waiter']","['neutral', 'negative']"
203,"Pupusas, filled with pork, beans, chicken or cheese, are sumptuous pancakes bursting with the flavor of fresh corn.","['beans', 'chicken', 'pancakes', 'flavor']","['neutral', 'neutral', 'positive', 'positive']"
204,Chef Anthony is warm and is always fixing up something unique and tasty in the kitchen to send to your table.,"['Chef', 'table']","['positive', 'neutral']"
205,"Our appetizers arrived soon after, and a few minutes later were followed by our main courses.","['appetizers', 'courses']","['positive', 'neutral']"
206,"My reservation for 2 was during lunch and it seemed that because I was literally 2 minutes late, the hostess felt the need to seat every party before mine.","['reservation', 'lunch', 'hostess']","['neutral', 'neutral', 'negative']"
207,"The garden is lovely, too, but the staff seems a bit condescending.","['garden', 'staff']","['positive', 'negative']"
208,"Customers MUST order one entre each if dining outdoors, they will not seat you unless your entire group is present (nor will they hold a table) and they make it clear that they want to turn tables.","['dining outdoors', 'seat']","['neutral', 'negative']"
209,"Though the wait staff was attentive, when the raw (really, not al dente) potatoes were brought to our server's attention, she listened but didn't respond.","['wait staff', 'potatoes']","['positive', 'negative']"
210,"I loved my kimchee stew with bits of shredded pork and just enough hotness to clear the sinuses, but not kill all other flavors.","['stew', 'shredded pork']","['positive', 'neutral']"
211,However the casual atmosphere comes in handy if you want a good place to drop in and get food.,"['atmosphere', 'food']","['positive', 'neutral']"
212,"When we showed up at the restaurant, the manager claimed that I made reservation for TWO instead of TEN and flat out told us we don't seat that many and refused to even apologize for the miss communication.","['manager', 'reservation', 'communication']","['negative', 'neutral', 'negative']"
213,"The menu offered unique options and my friends enjoyed their food, but my lentil avacado salad was not better or more interesting than the lunch counter at Saks and my John Dory was overcooked.","['menu', 'lentil avacado salad', 'lunch counter']","['positive', 'negative', 'neutral']"
214,"If you are a person who wants perfect service, you should probably skip it, you may wait for your server to sing a song before you get your drinks but that is half the fun.","['service', 'server']","['positive', 'negative']"
215,My favorite part of dinner was the Oyster Quail Egg Shooters.,"['dinner', 'Oyster Quail Egg Shooters']","['neutral', 'positive']"
216,The bar seemed like a good place to sit and have some food as we were not even offered a table.,"['bar', 'place']","['neutral', 'positive']"
217,"When we proceeded to order our food, the waitress interrupted and told us that maybe we had ordered enough for now.","['food', 'waitress']","['neutral', 'positive']"
218,"Walked in on Chinese New Year Sunday late in the afternoon, around 5 or 6 -- seating was not a problem the dim sum was deliciously fresh -- very likely a by-product of their not using carts.","['seating', 'carts']","['neutral', 'negative']"
219,Never will you taste sicilian Pizza and Spumoni like LBs.,"['sicilian Pizza', 'LBs']","['negative', 'neutral']"
220,Get a Big beer to wash it all down and a side of potatoes and garlic bread.,"['beer', 'garlic bread']","['positive', 'neutral']"
221,"Do not use this place unless you want to waste your money on horrible stale cheese and food, service which takes your drinks away from the table once you've placed it on the table, waiters that eat your desert while its on the table, non working faucets in the bathroom, and overall very unporfessional service and food.","['cheese', 'drinks', 'waiters', 'bathroom']","['negative', 'neutral', 'negative', 'neutral']"
222,"The owner was rude to us from the moment we sat down until he told us we had to leave because he had another table waiting, and this despite ordering the pricier entrees from the menu and a bottle of wine that we hadn't yet finished.","['owner', 'menu']","['negative', 'neutral']"
223,"When we finally ordered our wine, the waitress brought the bottle of wine over with ONE GLASS MISSING - meaning, we'd have to wait even longer for the final glass to arrive - which were all piping hot from the dishwasher.","['waitress', 'bottle of wine']","['negative', 'neutral']"
224,"While the drinks didn't come in large glasses and the arepas were not large in size, they had a taste about them that made you only want more.","['drinks', 'arepas', 'taste']","['negative', 'negative', 'neutral']"
225,"Don't expect trendy atmosphere: room looks like it could have been designed in 1940s, but who cares - it's actually comfortable and inviting; with great food and unbeatable value, you can't go wrong.","['atmosphere', 'food', 'value']","['negative', 'positive', 'positive']"
